phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,parallax,parallax_error,parallax_over_error,ag_gspphot,teff_gspphot,logg_gspphot
16.580158,18.455318,15.221694,11.407273455939103,0.08725079,130.74121,,,
17.249985,19.344904,15.908397,12.827097085896833,0.10488853,122.29266,,,
17.258162,17.509338,16.847166,20.69208036936749,0.118514515,174.59532,,,
13.398597,14.510517,12.162251,12.270655422887383,0.27501604,44.617966,,,
19.714996,,,10.331329471473085,0.47589383,21.709316,,,
10.578298,11.189454,9.835286,17.72074324198554,0.081770346,216.71356,,,
20.495546,20.569471,18.717648,14.952316689157875,1.8247516,8.194165,,,
11.721852,12.342318,10.970287,10.45541099738651,0.015415261,678.25073,0.0355,4500.2427,4.5668
5.9799666,6.123906,5.7064962,20.371766109641275,0.06332235,321.71527,,,
16.498226,18.21032,15.254959,11.134784732994515,0.054508306,204.27684,,,
9.962042,10.537011,9.244793,21.753055558678565,0.015149996,1435.8457,0.0,4534.7515,4.5619
14.549104,15.971916,13.380148,13.641230994585593,0.027519627,495.691,,,
14.964418,14.779961,14.838931,31.93352888220124,0.045300957,704.9195,,,
11.528698,12.193862,10.747106,12.316418965516691,0.018985512,648.72723,0.187,4531.638,4.6483
9.785456,10.214186,9.187455,15.66703323539886,0.021359673,733.4866,0.0439,5151.7363,4.5301
16.431263,18.61111,15.080298,21.35967505032138,0.06454207,330.9419,3.0E-4,2938.951,5.1554
15.162764,16.787088,13.930335,15.733283442387533,0.03247818,484.42624,,,
16.163382,18.058231,14.842503,10.706756870413901,0.06913226,154.87352,0.7019,3240.8362,4.8778
12.800914,14.107185,11.659485,20.172643855883198,0.11940914,168.9372,,,
18.121777,20.228506,16.735287,10.395072371986286,0.18427856,56.409557,1.2381,3003.4941,4.6438
16.887001,18.324123,15.568746,12.180422631454329,0.0788935,154.3907,,,
15.366118,16.88935,14.160647,10.240030438556246,0.06571518,155.82443,0.5995,3393.7712,4.6584
16.004889,17.600082,14.787005,13.01521147562707,0.048071083,270.7493,,,
11.557231,12.524526,10.585045,18.744918173989753,0.028312642,662.06885,,,
16.591719,18.767843,15.228485,12.366559222368465,0.075299546,164.23154,,,
17.217411,20.053612,15.774925,22.15871361029819,0.13537577,163.68301,,,
11.853276,12.557585,10.971947,12.230474922450771,0.1303141,93.85382,0.3665,4478.141,4.6266
14.859624,16.201153,13.718053,11.195033114794906,0.0319158,350.76776,0.4743,3496.7258,4.7812
18.238224,20.802343,16.797039,10.160556415858498,0.18176438,55.8996,,,
