,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,parallax,parallax_error,parallax_over_error,ag_gspphot,teff_gspphot,logg_gspphot,Distance,Color index,Absolute visual magnitude,Absolute magnitude,Log luminosity,Spectral class
41902,18.156683,19.26992,17.100048,1.3017722972314372,0.18549718,7.0177474,0.5793,3790.7058,4.8252,57.84766096243376,1.0429700000000004,5.9563138663489354,5.743214484049055,-0.433285793619622,K
41905,17.271759,17.974297,16.457321,0.5926458926786466,0.12982558,4.5649395,0.0117,4143.729,4.7258,97.56132173555493,1.4644030000000008,7.181064196183691,6.803505123045653,-0.8574020492182612,K
41907,18.930489,20.87142,17.694695,2.227021822462848,0.34261787,6.5000167,0.0621,3148.9436,5.0258,,,,,,
41909,18.612835,19.241722,17.878006,0.4345946703589707,0.24686718,1.7604393,0.0037,4409.5513,4.8658,,,,,,
41912,12.244139,12.581018,11.733871,3.2935645431151497,0.018668868,176.42017,0.0032,5511.0615,4.3715,,,,,,
41913,17.182,18.0559,16.259253,0.945152619771664,0.080454655,11.747644,0.5305,4283.3447,4.6483,91.01926197944697,2.8823819999999998,11.736150013910532,10.314929451242897,-2.261971780497159,M
41915,18.902182,20.364792,17.724205,1.6338247213013175,0.24262048,6.734076,0.0274,3260.3855,4.9487,,,,,,
41917,17.367912,17.675438,16.905048,0.2607202862882621,0.091085084,2.8623817,0.0033,5783.7676,4.6902,68.08541435065897,0.6444490000000007,3.7650409698294425,3.6711075759337497,0.3955569696265002,F
41918,18.577099,19.69576,17.621296,0.939171712282813,0.20406172,4.6023903,0.0766,3611.7312,4.5558,,,,,,
41920,16.382277,16.923609,15.696777,0.9609882916535396,0.058496863,16.428032,0.0135,4577.1226,4.4493,,,,,,
41922,17.617805,17.92301,17.095894,0.2601229723943642,0.095504664,2.7236676,0.0108,5545.7876,4.7432,,,,,,
41924,13.146525,13.546915,12.574151,1.9873795148196791,0.014711923,135.08632,0.2736,5641.505,4.3072,54.889984444403034,1.1062873,2.149196151768706,1.9120524614782326,1.099179015408707,K
41925,16.0111,16.833885,15.097953,1.9839311024632051,0.04526667,43.827637,0.4518,4218.222,4.4683,,,,,,
41928,14.104402,14.501418,13.538815,1.4186223823566455,0.01844245,76.92158,0.0649,5246.116,4.3014,59.53792649083072,2.586098999999999,12.467800783622682,11.274174472335549,-2.6456697889342196,M
41930,18.502085,19.391523,17.52231,0.6705323379868419,0.19300586,3.4741554,0.0978,3612.7424,4.4964,,,,,,
41934,18.264103,19.023512,17.469286,0.6114367800116743,0.14000277,4.367319,0.0061,4058.8987,4.7434,,,,,,
41935,16.845734,17.91072,15.81409,2.220556865674609,0.06995372,31.743229,0.7441,4083.674,4.4778,,,,,,
41936,15.700523,16.095474,15.131548,0.8347258006394147,0.03565852,23.408875,0.0069,5157.838,4.4424,,,,,,
41937,17.717113,18.62516,16.803436,1.008842248979596,0.11345613,8.891914,0.4944,4171.6187,4.6706,,,,,,
41939,18.973284,19.510818,18.260324,0.4729326747704895,0.2240241,2.1110795,0.002,4598.6978,4.8801,45.75740169115556,2.5106319999999993,12.239897049386975,11.11335722343874,-2.581342889375496,M
41941,16.032433,16.588535,15.330881,1.0174919380669327,0.046615265,21.82744,0.2667,4907.551,4.603,79.39834533823053,0.8331699999999991,5.121827920594384,4.980831740884906,-0.12833269635396222,G
41944,17.393791,17.70963,16.860851,0.1744201743920363,0.09372312,1.8610156,0.0066,5453.781,4.7016,76.02637713401238,1.5854289999999995,7.414714506425877,6.982265521733975,-0.92890620869359,K
41947,13.808325,14.279269,13.18007,2.0456087960480143,0.019617226,104.276146,0.229,5211.218,4.4323,,,,,,
41952,17.310665,18.257547,16.366491,1.4397433257662255,0.11299724,12.741403,0.6358,4230.706,4.5239,88.20104368181659,1.6046080000000007,7.240688605654363,6.767441379183758,-0.8429765516735032,K
41954,18.119146,19.12377,17.134995,0.8742157644434077,0.17588905,4.9702682,0.1002,3552.162,4.4611,,,,,,
41956,16.616339,17.855476,15.51701,5.070937670085956,0.07318719,69.28723,0.4529,3543.7983,4.7445,74.215007939445,2.201917,9.38228400323656,8.530199308765784,-1.5480797235063137,M
41958,17.972355,19.201813,16.870697,1.7549932261170076,0.1657329,10.589286,0.1128,3360.168,4.3476,95.52459843570789,2.6772755000000004,10.960256677120821,9.744466896568497,-2.0337867586273988,M
41959,16.137676,16.519485,15.5716,0.884539944837708,0.047908988,18.462923,0.0055,5196.4307,4.3927,,,,,,
41961,16.347158,16.746225,15.791005,0.4972128909317466,0.06811309,7.2998137,0.0521,5233.4966,4.6917,95.05400683683413,2.828716000000002,12.684820894108533,11.316482857409312,-2.662593142963725,M
41963,18.80841,20.343433,17.467705,4.83248851537783,0.3452753,13.996044,0.368,3127.1821,4.4129,91.61354964140605,1.2938240000000008,6.880784509883945,6.570655447200501,-0.7642621788802004,K
41965,18.44975,18.860853,17.902668,0.8081331246047655,0.19424559,4.160368,0.0048,5268.377,4.7927,89.68234486540277,2.2116629999999997,9.454098932107996,8.616557225259445,-1.582622890103778,K
41966,12.109308,12.421558,11.62412,2.223103022363467,0.015152162,146.71854,0.3309,6321.0,4.1419,,,,,,
41969,17.22546,17.830994,16.473482,0.507068953665483,0.0832082,6.093978,0.0055,4399.669,4.4171,26.823901846699975,0.9400940000000002,5.844011017949462,5.666891843675067,-0.4027567374700269,G
41970,16.541878,18.193653,15.308923,9.147681568854368,0.06582372,138.97243,0.6095,3325.5242,4.9765,37.5771531191059,2.323836,10.27565116507095,9.306892627762963,-1.8587570511051852,M
41974,18.657122,19.214201,17.960413,0.2659245768843281,0.20924848,1.2708555,0.0049,4440.9727,4.859,,,,,,
41978,14.235065,14.589668,13.70866,1.0388091745743502,0.01905252,54.523453,0.2713,5886.691,4.2083,,,,,,
41980,15.301357,16.206717,14.359582,3.2094112910788546,0.047453173,67.633224,0.5867,4272.26,4.6658,,,,,,
41982,18.385763,19.280815,17.48334,0.5742860817485057,0.16445476,3.4920611,0.0096,3763.2656,4.8272,,,,,,
41983,17.671637,18.169537,17.043926,0.1578298883851302,0.10239779,1.5413407,0.0138,4866.88,4.8037,,,,,,
41985,14.633188,15.02796,14.068179,1.179291468013149,0.023965359,49.20817,0.0549,5246.5625,4.3423,,,,,,
41986,17.230864,17.714079,16.583899,0.4682228779431134,0.08864193,5.282183,0.0227,4821.2573,4.7802,,,,,,
41990,15.710878,16.15379,15.097721,0.0572974721760428,0.044549268,1.2861596,0.4383,5593.661,3.6559,,,,,,
41991,16.432747,17.470406,15.422161,2.522841680701314,0.06424239,39.270668,0.5687,3956.3467,4.6854,99.58197573321674,1.5891570000000002,7.620690663214415,7.183886307278009,-1.0095545229112035,K
41992,15.657309,16.028023,15.111281,0.5835186264789425,0.05296958,11.0161085,0.1533,5572.1274,4.557,,,,,,
41996,17.970068,18.46496,17.326502,0.4064496326184914,0.17457709,2.3281958,0.0271,4795.428,4.9036,85.64221925030228,1.103250000000001,5.8734469411312755,5.641696436706276,-0.3926785746825104,K
41997,14.130111,14.494034,13.595059,0.7526198972909995,0.023592183,31.90124,0.2857,5853.5244,3.9798,97.45964951726924,1.9738319999999998,8.82542167205525,8.151291773771653,-1.3965167095086615,K
41998,17.045708,17.617825,16.363615,0.7346588796966893,0.10061288,7.3018374,0.0109,4536.3975,4.4202,,,,,,
42002,17.767675,18.389545,17.013683,0.5508688168069081,0.12887931,4.2743,0.0091,4345.4434,4.8176,,,,,,
42003,13.798161,14.37099,13.078566,1.1775796180185845,0.02092477,56.276825,0.6018,5189.073,4.0926,94.75065247000222,2.4264090000000014,10.293152301369808,9.282308953599138,-1.8489235814396552,M
42006,18.933655,19.55744,18.051575,0.4723901533019329,0.29275754,1.6135883,0.002,3992.9602,5.0385,,,,,,
42007,17.394434,18.74846,16.261703,2.5150574933017187,0.13128929,19.156609,0.6952,3591.461,4.3897,,,,,,
42009,16.844973,17.347927,16.190947,0.4016013308321489,0.07701451,5.2146187,0.0047,4710.633,4.3942,17.540794873556806,1.7350130000000004,8.332823623069626,7.781972650808356,-1.2487890603233425,K
42011,18.81935,19.256405,18.31066,0.1798238717684986,0.29604822,0.6074141,0.002,5157.4185,4.7906,66.97323731387867,1.155049,6.265148910459914,6.016892539396061,-0.5427570157584242,K
42012,18.29393,18.783546,17.664118,0.1443557397026341,0.23462518,0.6152611,0.0016,4779.081,4.865,,,,,,
42015,18.624563,19.439566,17.715643,0.6421427129378618,0.2528045,2.5400765,0.0018,3720.101,4.9358,85.86017509957594,2.5537170000000007,10.52459734287686,9.408610150870246,-1.8994440603480982,M
42016,18.486816,19.208584,17.665741,0.40233144909884,0.20705193,1.9431428,0.0024,4004.1204,4.8686,,,,,,
42019,12.606495,12.986138,12.059159,2.140858343262388,0.06923179,30.923054,0.0719,5525.3296,4.2549,,,,,,
42020,16.252323,17.713312,14.998237,6.451105594596438,0.11882621,54.290257,0.6594,3464.8374,4.8259,73.32986145505092,1.4583639999999995,7.207087241090154,6.8302166776650495,-0.8680866710660198,K
42022,18.205702,19.693363,17.035177,2.9703122579429357,0.14983274,19.824188,0.4477,3329.7954,4.6687,,,,,,
42026,17.90709,19.088669,16.849672,1.45555352179802,0.13467143,10.808183,0.4818,3596.7666,4.4154,91.99923062266804,2.7025500000000005,11.007064606164295,9.759101022931297,-2.039640409172519,M
42028,14.59276,14.991835,14.023146,0.7332809369664123,0.025599672,28.644154,0.1696,5387.052,4.2528,98.36837191713167,2.145771,9.627804079136357,8.840013582531178,-1.6720054330124712,K
42029,18.760527,19.74582,17.724836,0.7703662087171798,0.26285812,2.93073,0.0082,3435.4043,4.6266,,,,,,
42030,14.2767315,15.314804,13.267099,6.860207194588526,0.019427974,353.10977,0.4178,3827.1416,4.5944,,,,,,
42032,18.859055,19.753765,17.939018,0.4870719158061779,0.21738423,2.2406037,0.0055,3659.2407,4.6997,,,,,,
42033,16.373789,16.781261,15.783148,0.5799255933312848,0.05019255,11.554018,0.0021,5036.3486,4.3862,40.91242574501472,0.6732439999999995,4.008167999570322,3.907445349581888,0.3010218601672449,F
42041,16.49912,17.143541,15.659977,1.3763219816229533,0.05993508,22.963547,0.2255,4396.0737,4.7189,,,,,,
42042,17.481085,18.660347,16.405724,2.003296146653677,0.1028502,19.477806,0.6243,3703.9817,4.6253,,,,,,
42043,18.950985,20.526575,17.710016,2.366536857988157,0.28004825,8.450461,0.0226,3165.5708,4.9865,64.16134353417475,3.296006000000002,14.535179495431294,12.613683752658652,-3.181473501063461,M
42049,18.391237,19.486631,17.444166,1.177409384979044,0.20953159,5.6192455,0.0099,3484.7202,4.6098,,,,,,
42053,18.112932,19.144453,17.149446,1.4131875350024472,0.13236667,10.67631,0.2932,3716.9124,4.8331,,,,,,
42056,18.661264,19.025824,18.159986,0.0198229745433777,0.18365785,0.10793426,0.0029,5278.057,4.7793,,,,,,
42059,16.29918,16.671497,15.742889,0.5931607075767621,0.045868512,12.931763,0.1563,5493.0654,4.6708,,,,,,
42060,18.1641,19.336758,17.105959,1.4558099795741095,0.1390483,10.469815,0.5559,3699.115,4.7373,,,,,,
42062,18.307442,19.637318,17.157862,1.3364157048954317,0.16167055,8.26629,0.4738,3561.476,4.3808,99.89669665985721,2.856318,12.069078000425844,10.676612362979967,-2.406644945191987,M
42068,17.477722,18.21932,16.522175,0.9373625922875298,0.19659553,4.767975,0.3947,4277.8174,4.5241,,,,,,
42071,17.745045,18.519526,16.87348,1.051865739975366,0.10645641,9.880718,0.2929,4138.539,4.7277,,,,,,
42074,18.365162,20.17618,17.129005,2.7761930744088263,0.15701745,17.680794,0.8701,3418.3936,4.2461,,,,,,
42075,18.621119,20.417515,17.349802,5.2263008816607694,0.23086731,22.637682,0.0812,3025.3066,5.0429,,,,,,
42078,12.858426,13.205758,12.338935,2.507526673234771,0.021421736,117.055244,0.0554,5531.503,4.3683,,,,,,
42079,18.255585,19.881113,17.0109,2.7172945536080277,0.21770501,12.481544,0.2635,3242.3237,4.8877,,,,,,
42083,14.948959,15.353689,14.379795,1.122456569540022,0.034732252,32.317413,0.2555,5579.8477,4.5188,,,,,,
42084,17.904253,18.656637,16.96344,1.3841060346914402,0.18724899,7.391794,0.0041,3651.4004,4.4151,,,,,,
42086,16.919779,17.370567,16.322287,0.3638971213843464,0.09334805,3.898283,0.0442,5008.674,4.763,,,,,,
42088,18.97294,19.756903,18.043194,0.469974842885587,0.35335043,1.3300531,0.0055,3880.2786,5.0186,,,,,,
42090,18.469952,18.857231,17.85985,-0.126975899154643,0.22565532,-0.5626985,0.0455,4991.688,4.838,95.52114022979045,2.3718339999999998,9.64959260931034,8.690538510190443,-1.6122154040761771,M
42091,16.56556,17.117899,15.847384,0.3845087374574807,0.080343544,4.785807,0.4945,5066.434,4.6704,89.52710853217806,1.9651779999999999,9.401870165604912,8.724623708709242,-1.6258494834836967,M
42094,13.29982,13.742475,12.690667,3.1970999839227265,0.018887868,169.2674,0.1828,5207.7026,4.5312,91.04630216702384,3.9459160000000004,14.523045258658591,11.98823844160609,-2.931295376642436,M
42095,17.703054,18.564674,16.82316,1.931795037778593,0.18062612,10.694993,0.1444,3887.1438,4.7388,,,,,,
42097,18.13962,18.698301,17.495583,0.3345489068981493,0.22339663,1.4975557,0.0073,4604.7554,4.8079,,,,,,
42100,18.804733,19.865078,17.833567,0.9258664252096672,0.4803696,1.9274043,0.0479,3406.0059,4.6117,,,,,,
42103,18.976147,20.30224,17.884945,1.058674205782557,0.33585426,3.1521833,0.0176,3238.6077,4.6411,90.16563602416016,0.7163476999999991,3.674077170109676,3.5629047473601325,0.43883810105594706,G
42104,18.089928,19.866549,16.838556,5.8176067042335085,0.17028432,34.164078,0.427,3202.8093,5.0487,72.57261310821423,1.1419859999999993,6.131475885943196,5.883066195392448,-0.4892264781569793,K
42106,18.725868,19.363071,17.954723,0.4799754290530703,0.23445545,2.0471923,0.0053,4238.575,5.019,,,,,,
42107,18.84936,19.373007,18.226728,-0.1561722484665067,0.20923057,-0.74641216,0.0102,4784.221,4.9079,,,,,,
42110,18.680122,19.259838,18.000643,-0.2030071040438907,0.21077082,-0.96316516,0.0029,4491.182,4.8071,,,,,,
42111,18.364044,19.593388,17.277733,2.146255880456894,0.16379227,13.103524,0.2682,3376.4033,4.4269,,,,,,
42114,15.592227,16.278202,14.771048,1.769859271396368,0.03591828,49.27461,0.3092,4432.049,4.4682,,,,,,
42117,17.75509,18.421629,17.001682,0.1753611750827644,0.11951726,1.4672457,0.0648,4310.233,4.6516,99.24390512324125,1.8171599999999994,7.7686480978430765,7.21850377560116,-1.023401510240464,K
42118,15.509093,16.130453,14.633426,1.9979790065366636,0.2557987,7.810747,0.9035,5068.6846,3.7438,,,,,,
42121,16.739182,17.164843,16.129696,0.4851145826298216,0.077493,6.2601085,0.0041,4970.056,4.6006,88.942022194662,2.404648999999999,11.274702631247916,10.291426003061506,-2.2525704012246024,M
42128,15.296112,15.736786,14.665799,0.2872205631964215,0.030525113,9.409321,0.6818,6002.626,3.5395,,,,,,
42130,16.070993,17.66589,14.8383465,7.601476480892848,0.047587626,159.73642,0.4918,3360.2676,4.8319,,,,,,
42133,18.971107,20.098808,17.947668,1.375712249723017,0.27789533,4.950469,0.0226,3415.9792,4.6422,99.64561227649895,2.7623279999999983,11.502416645516668,10.197852099772717,-2.215140839909087,M
42134,16.299648,16.675232,15.7498255,0.5350387825360262,0.05203689,10.281913,0.009,5360.819,4.382,,,,,,
42138,16.291216,16.767061,15.6311,0.6530255088367798,0.057849873,11.288279,0.3013,5129.707,4.5853,,,,,,
42140,17.072147,18.055782,16.1103,1.7352508464158674,0.07709042,22.509295,0.6065,4113.577,4.6968,,,,,,
42141,18.08195,18.565392,17.454248,0.0857837183701136,0.14304313,0.5997053,0.0056,4772.5347,4.7656,,,,,,
42144,18.414486,18.995138,17.65866,0.445953743515517,0.17813163,2.5035067,0.0031,4293.8447,5.0216,81.28521994413592,0.843432,4.845998607222191,4.708212074012513,-0.019284829605005174,G
42145,14.008499,14.409247,13.43855,1.1124973082173275,0.01993375,55.80973,0.2382,5521.4727,4.1869,,,,,,
42146,18.939974,19.719273,18.174538,0.4528326827634649,0.21233916,2.1325915,0.0045,4189.023,5.0226,64.21118396752823,1.2609879999999993,6.861782704209428,6.560288611029289,-0.7601154444117157,K
42147,18.958778,20.05011,17.897316,0.9940292247813256,0.26125264,3.8048582,0.0141,3284.8208,4.6137,,,,,,
42149,16.24524,16.708591,15.61638,0.2757102543235415,0.06035616,4.568055,0.5505,5670.634,4.5501,98.52237457211432,2.9256200000000003,12.298509913196067,10.837507647017983,-2.4710030588071934,M
42152,18.609571,19.309715,17.778381,0.4815858552435286,0.23355912,2.061944,0.0039,4079.6877,4.9942,98.54972139342148,3.055923,13.451146471740191,11.85376599581009,-2.877506398324036,M
42153,16.426662,17.035948,15.668056,1.3332348900036408,0.07796516,17.100391,0.1288,4435.778,4.7083,94.13069042307265,3.0825280000000017,13.39982466184033,11.776035779340539,-2.8464143117362157,M
42154,15.49088,16.12549,14.724675,1.8182326719481885,0.036713004,49.525578,0.3168,4616.368,4.5305,,,,,,
42161,14.768483,15.700564,13.818584,5.596551277818957,0.028393844,197.10439,0.137,3678.3362,4.4278,27.105070192232443,2.4156239999999993,10.470504947613104,9.425670318589184,-1.9062681274356734,M
42164,15.464868,16.084915,14.702343,1.7923120831674535,0.048014052,37.328907,0.2597,4522.4653,4.4561,,,,,,
42167,18.390564,19.749243,17.208633,2.605075861590512,0.19237319,13.541782,0.3218,3327.219,4.6364,,,,,,
42169,15.844087,17.289871,14.668062,7.510881147595351,0.052691534,142.54436,0.5328,3437.1228,4.7349,,,,,,
42170,15.700895,16.254965,14.991466,1.3069814691392276,0.055619672,23.498549,0.1949,4692.5522,4.1962,56.69911317058834,1.8458810000000003,8.917519731454611,8.29712666921553,-1.4548506676862119,M
42173,18.730572,20.09613,17.581245,1.0817053138300647,0.31390086,3.4460094,0.2971,3369.8628,4.5031,91.02940483887605,2.7248610000000006,12.204857075790066,10.934357483643666,-2.5097429934574667,M
42176,18.903149,20.36247,17.700764,2.636271344786481,0.23841338,11.057565,0.1437,3235.2952,5.0276,,,,,,
42178,18.988697,19.47857,18.457026,0.1740758461858923,0.2393139,0.7273955,0.0013,5045.9795,4.7959,,,,,,
42181,17.240984,18.08673,16.335133,0.9990642485249054,0.07504194,13.313412,0.1303,3831.8235,4.121,,,,,,
42182,18.378849,18.765583,17.817926,-0.1021348834342867,0.17780559,-0.57441884,0.0026,5134.4287,4.7941,75.75245997439265,2.179082000000001,9.808301395847174,8.994980296903378,-1.7339921187613514,K
42183,17.478981,18.608786,16.432941,2.1639593546432354,0.09086677,23.81464,0.5698,3658.4272,4.4785,,,,,,
42190,15.413381,15.814025,14.830655,0.4314967953378456,0.033634145,12.829129,0.1932,5373.515,4.1873,,,,,,
42191,13.162214,13.553433,12.59451,1.6162087556312696,0.020217896,79.939514,0.2183,5505.972,4.1524,,,,,,
42197,18.95261,20.162422,17.874172,1.1710664881932231,0.2248207,5.208891,0.0207,3337.9856,4.6324,,,,,,
42201,17.168835,17.617432,16.559166,0.6748575530621276,0.0778127,8.672846,0.0278,4984.508,4.7844,,,,,,
42202,18.701447,19.015486,18.215527,-0.0166124457577236,0.19997531,-0.08307248,0.0041,5568.3877,4.7561,,,,,,
42204,15.344149,16.423176,14.307693,4.389441434448511,0.03298169,133.08722,0.4976,3855.067,4.6337,99.27854101608513,0.8680130000000013,5.32221058376175,5.175359068974879,-0.20614362758995172,G
42205,14.866801,15.377974,14.197614,1.2730463886858503,0.025472326,49.977627,0.2509,4992.543,4.3621,,,,,,
42207,18.4642,19.969564,17.242714,3.2634890152609684,0.16476002,19.80753,0.2405,3242.7314,4.6676,45.68314353742271,3.182334000000001,14.356147052960303,12.562746595835598,-3.1610986383342397,M
42213,16.54566,16.989855,15.943869,0.4996737479381605,0.057503335,8.689474,0.0066,4983.8237,4.439,58.97130779899989,1.0114,5.8514348771886375,5.649735204116634,-0.39589408164665374,K
42215,16.965624,17.45499,16.331575,0.4042020176761923,0.06914994,5.845298,0.0172,4811.0356,4.4772,,,,,,
42217,18.346169,18.910385,17.694096,0.3339775459985653,0.1537741,2.1718714,0.0084,4649.695,4.8287,,,,,,
42218,14.922943,15.526866,14.185116,2.1332293181623565,0.026368504,80.90066,0.2312,4667.6816,4.552,,,,,,
42219,18.559158,18.854483,18.085161,0.2154740208133512,0.1788571,1.2047273,0.0034,5601.4326,4.7563,,,,,,
42220,16.071447,16.63556,15.356985,1.1990399054728214,0.048975084,24.48265,0.2468,4748.4287,4.4851,,,,,,
