,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,parallax,parallax_error,parallax_over_error,ag_gspphot,teff_gspphot,logg_gspphot,Distance,Color index,Absolute visual magnitude,Absolute magnitude,Log luminosity,Spectral class
21142,18.961287,20.041805,17.944431,0.4857638221702454,0.23954873,2.027829,0.0172,3428.5554,4.6111,,,,,,
21143,18.030148,19.166542,17.012104,1.6213254048664076,0.14503683,11.178715,0.3059,3582.9338,4.4505,74.43075546448397,1.082635999999999,5.894266590379518,5.669581864708009,-0.4038327458832036,K
21145,16.543606,17.480558,15.532323,1.955057211486352,0.079464845,24.602793,0.3047,3738.1677,4.3945,79.74116202867651,2.6318839999999994,10.861220002633502,9.671221199339723,-2.004488479735889,M
21147,18.279537,19.076216,17.50681,0.469165146949112,0.17329675,2.7072933,0.0021,4027.4602,4.7902,,,,,,
21148,17.754095,18.16704,17.181768,0.3500183425236371,0.11696056,2.9926183,0.002,5106.246,4.7787,88.31051388015018,2.6271609999999974,10.68947132089555,9.509056940305236,-1.9396227761220943,M
21149,18.03851,18.680758,17.263165,0.4759211461186742,0.14343545,3.3180163,0.0224,4310.699,4.8289,,,,,,
21150,18.735415,20.257042,17.530798,2.286008359716091,0.27644536,8.269296,0.1786,3248.4368,4.9694,73.27669557611576,2.3081110000000002,9.714479849293458,8.800044617376262,-1.6560178469505047,M
21152,17.448606,18.824696,16.315292,3.005719467237664,0.10253436,29.314264,0.5358,3542.9988,4.8189,,,,,,
21154,18.047287,19.495358,16.871223,3.0112695819370767,0.14082886,21.382473,0.4666,3363.6433,4.6217,,,,,,
21156,17.589077,18.736015,16.525055,1.6055112576829236,0.11543512,13.908342,0.3317,3595.9434,4.3096,,,,,,
21159,7.068493,7.7789507,6.252968,4.310796473680449,0.02397205,179.82594,0.1297,4234.8984,1.8269,99.4590640760295,3.186527,13.2079446230312,11.481600159287737,-2.728640063715095,M
21161,13.160802,13.4856,12.669887,1.6519736462206296,0.014065586,117.44791,0.1912,5973.022,4.2961,,,,,,
21162,16.14199,16.432524,15.66754,0.35477789487008,0.05134942,6.909093,0.1974,6167.493,4.4462,,,,,,
21163,18.36192,19.867737,17.135708,2.287177711720984,0.15549745,14.708779,0.5063,3359.4358,4.5132,,,,,,
21165,18.615294,20.335726,17.3095,5.490966476262035,0.19855487,27.654655,0.0666,3060.4731,5.049,84.03882658023358,3.8086139999999986,16.753868825149226,14.198772101016722,-3.815508840406689,M
21167,16.063848,16.41026,15.5224695,0.4318427527260862,0.051421545,8.398089,0.0885,5556.164,4.3644,90.88189606538555,1.745947000000001,7.975447217293436,7.457509104350116,-1.1190036417400464,K
21168,14.696948,15.578127,13.764924,4.831560062751381,0.025899036,186.55367,0.324,4094.8718,4.667,,,,,,
21169,18.666206,19.75172,17.59791,1.0540950582523556,0.20217663,5.213733,0.1646,3487.817,4.6037,,,,,,
21170,14.251958,14.629807,13.70521,1.3233745126990677,0.019367728,68.32884,0.2718,5755.584,4.3844,,,,,,
21171,16.617619,17.473486,15.724625,1.4982109921051248,0.06330085,23.668102,0.0027,3741.167,4.1697,,,,,,
21173,17.375965,18.997677,16.154316,2.81194420603492,0.089326166,31.479515,0.7992,3431.5703,4.2224,91.62839679741855,2.8104485000000015,11.695565354907288,10.35106456063372,-2.276425824253488,M
21179,14.296509,14.604964,13.826641,0.5315160263979644,0.030401114,17.483438,0.0057,5800.643,3.6107,,,,,,
21187,18.163654,18.84991,17.27969,0.3380583947003662,0.14681652,2.3025908,0.0066,4021.1792,4.7267,68.83553877110984,1.3971,6.987366598825989,6.63629542021399,-0.7905181680855962,K
21188,18.943075,19.669388,18.16644,0.7399676228846379,0.22494204,3.2895923,0.0025,3982.5703,5.036,,,,,,
21189,14.5682745,14.999677,13.88317,1.412207079071354,0.18375362,7.685329,0.3567,5284.9985,3.786,,,,,,
21192,16.568005,17.184906,15.831033,1.0354447550019767,0.0652402,15.87127,0.0599,4464.7676,4.6889,89.83198371021149,2.513458999999999,10.093545246635081,9.01311604963633,-1.7412464198545323,M
21193,15.291886,15.708699,14.714632,0.5985240900202722,0.03431919,17.439926,0.0263,5248.9536,4.3209,77.46219942849002,2.1855189999999993,9.122555179806778,8.300273880017453,-1.4561095520069813,K
21194,17.235092,18.01318,16.38274,0.96726207625262,0.10078095,9.597668,0.2148,4208.9097,4.5939,,,,,,
21195,17.295485,17.643942,16.78073,0.3024823890565515,0.11534785,2.6223497,0.0051,5473.012,4.684,,,,,,
21196,17.800749,18.696064,16.86909,1.8834727084957732,0.14313982,13.158272,0.041,3686.5579,4.33,84.52713472583727,2.3282030000000002,10.608244393376307,9.663787261761307,-2.0015149047045226,M
21197,10.850227,11.203799,10.330445,2.873568070240493,0.039545257,72.665306,0.2073,5849.83,3.9161,,,,,,
21198,18.768335,19.821491,17.744719,0.1637776121045011,0.28235665,0.5800381,0.1504,3565.367,4.4198,,,,,,
21199,18.002783,18.899912,17.045364,0.8083445489456703,0.16314842,4.9546576,0.1213,3779.2236,4.4992,,,,,,
21207,16.651075,17.68911,15.660942,2.0029221112402658,0.063989565,31.300764,0.5513,4008.1472,4.6723,,,,,,
21210,18.043518,18.485142,17.458275,-0.1694262985422187,0.13349624,-1.2691466,0.0048,5063.606,4.7796,,,,,,
21212,12.304596,12.651193,11.78732,2.260310949357674,0.04192755,53.909924,0.2097,5874.159,4.1782,,,,,,
21213,18.254805,19.015038,17.41696,0.4655049167321883,0.15080826,3.0867336,0.003,4036.345,4.7834,,,,,,
21215,18.593534,20.385118,17.37353,2.7299398279224585,0.18232521,14.972915,0.7714,3437.519,4.2779,,,,,,
21216,17.910404,18.425652,17.29385,0.4397604653527064,0.12066097,3.6445959,0.0075,4743.0693,4.7733,,,,,,
21220,16.21707,16.708128,15.563518,0.9919230335434788,0.048143364,20.603525,0.1581,4920.1406,4.475,,,,,,
21221,15.739723,16.127974,15.185555,0.592028718719866,0.036121633,16.389866,0.0032,5229.4614,4.198,,,,,,
21222,16.67178,17.036106,16.147423,0.4240676616364158,0.06914981,6.132593,0.0307,5401.9033,4.6625,,,,,,
21226,16.964277,18.150303,15.876908,2.019442132266566,0.07287982,27.709208,0.5968,3690.5654,4.3844,99.58862088083013,0.8510519999999993,5.092187568115792,4.943332408834658,-0.11333296353386331,G
21234,12.488548,13.01131,11.811319,1.6527497528740858,0.0138788875,119.08374,0.1919,4887.4907,3.5617,,,,,,
21236,18.618088,19.989258,17.529148,1.4354961554894012,0.21530832,6.667165,0.0206,3344.5193,4.6585,,,,,,
21237,17.78121,19.256512,16.558327,2.6706195556355765,0.12520708,21.32962,0.7663,3460.2412,4.296,99.20722001305684,0.6695639999999994,3.1294811316257984,3.030199600029171,0.6519201599883317,F
21238,18.41066,19.145578,17.548025,0.7943793485068403,0.17018168,4.6678314,0.0046,3948.1992,4.603,76.30892136750721,2.476991,10.43696048471974,9.385502425940913,-1.8902009703763654,M
21239,14.748484,15.184447,14.142015,0.561080255595493,0.02520041,22.264727,0.1828,5235.6235,4.1119,80.05362005000472,2.2888149999999996,9.737570747586123,8.839341121834352,-1.6717364487337407,M
21240,16.77539,17.309034,16.0844,0.9336651835841812,0.07130653,13.093684,0.0294,4620.4097,4.6052,,,,,,
21243,18.770475,20.137291,17.619116,1.2731513939442576,0.2733641,4.6573467,0.0177,3247.0173,4.6219,,,,,,
21244,18.718594,20.26988,17.515669,1.414832284172991,0.23757008,5.955431,0.0105,3253.366,4.9312,98.46493471463978,2.535887500000001,10.840612843286191,9.738015013564127,-2.0312060054256507,M
21246,15.476141,15.807369,14.976992,0.5514263381851408,0.038041472,14.495399,0.0776,5691.7983,3.9395,,,,,,
21249,17.814554,18.59579,16.94971,0.7313257610760356,0.13748337,5.3193765,0.0131,3966.4373,4.7604,,,,,,
21250,16.754032,17.096235,16.20839,0.203065083746163,0.09830672,2.0656276,0.0049,5368.287,4.3883,76.88003690602511,1.058052,6.07335422381939,5.858183084288658,-0.47927323371546326,K
21251,18.615915,20.135586,17.4697,1.7797603370099548,0.2819506,6.312313,0.0379,3236.0059,4.6722,,,,,,
21253,17.595266,17.885017,17.146517,0.195828307685395,0.09697974,2.0192704,0.0122,5873.4043,4.6755,,,,,,
21257,15.431032,15.7404175,14.951494,0.5557583857168824,0.037695087,14.743523,0.0592,5779.9873,3.9009,,,,,,
21258,15.230605,15.769985,14.528136,1.53494643349629,0.030795481,49.843235,0.4488,5125.687,4.6375,,,,,,
21259,18.704361,19.636852,17.734797,0.6623405744439985,0.23954977,2.7649393,0.0089,3478.6992,4.6329,80.58843364546748,2.4272279999999995,9.834589884885663,8.821572426483634,-1.6646289705934536,M
21260,15.146252,15.52206,14.600525,0.8739635923519522,0.029365674,29.7614,0.2478,5721.7485,4.4457,94.75722006851151,1.098865,6.042538400810528,5.816220444189957,-0.4624881776759828,K
21261,17.44268,18.441484,16.453747,1.223814634832428,0.10314691,11.864773,0.2931,3869.6677,4.7272,,,,,,
21263,16.77383,17.25501,16.138968,0.9874614469641936,0.070841886,13.938949,0.0093,4798.8066,4.7333,,,,,,
21264,17.752604,19.197771,16.610195,3.0073617239077586,0.11710903,25.680016,0.5118,3443.1208,4.6527,,,,,,
21266,18.524574,19.052668,17.790312,0.1473914841362505,0.19259414,0.7652958,0.0082,4467.3027,4.8166,,,,,,
21268,18.832943,20.186644,17.731323,1.4519784633262298,0.24857353,5.8412433,0.0625,3326.0647,4.6415,,,,,,
21269,14.52959,14.885569,13.99703,0.760206162212641,0.022954104,33.11853,0.0986,5509.9604,4.158,,,,,,
21270,17.288979,18.303892,16.27763,0.9756491123673302,0.100509815,9.707004,0.5429,3996.241,4.5043,,,,,,
21274,13.951904,14.226995,13.5156355,0.5019400511063697,0.020868253,24.052805,0.1648,6287.5986,3.9107,,,,,,
21275,16.934196,17.281303,16.42014,0.3219728352443979,0.06814353,4.7249217,0.006,5471.2246,4.4982,,,,,,
21279,16.822166,17.218206,16.27815,0.4524957913123685,0.066537686,6.800594,0.0085,5263.832,4.6459,54.95032027446595,0.6555990000000005,3.534697669468315,3.4381671598759826,0.488733136049607,F
21281,17.549376,18.677158,16.498606,1.794959607135298,0.10861525,16.525852,0.4208,3681.981,4.6385,,,,,,
21282,15.835337,16.211077,15.284596,0.3274504658807641,0.04260624,7.685505,0.4329,6028.4644,4.3387,,,,,,
21284,18.574041,19.655258,17.454184,0.3659818057657452,0.2655444,1.378232,0.0643,3369.5872,4.4057,,,,,,
21287,15.958903,16.30569,15.444671,0.311983988533149,0.046685398,6.6826887,0.0183,5531.424,4.2684,,,,,,
21291,18.017448,18.587097,17.35716,0.4298434514974807,0.14462346,2.9721558,0.0025,4719.2856,4.6885,,,,,,
21292,16.042427,16.538,15.390616,0.9851216284351468,0.05887801,16.731571,0.0077,4759.9805,4.1894,83.02426691990273,2.571523000000001,10.991756329258628,9.876710752032203,-2.0866843008128813,M
21293,18.23117,18.654652,17.62114,0.3012879087041269,0.21289857,1.4151711,0.0054,4931.008,4.8346,,,,,,
21302,18.865557,19.172413,18.34834,0.0332289588465885,0.23324901,0.14246131,0.0034,5397.8745,4.7635,99.86416569941325,2.395427999999999,10.391161888054544,9.40944460946308,-1.899777843785232,M
21304,15.866807,16.736448,14.947974,2.365254539617648,0.04751735,49.77665,0.4212,4179.362,4.5523,83.9112456844459,0.6460223999999997,3.6290620157249016,3.534876158227437,0.45004953670902526,F
21308,18.2874,18.928823,17.52985,0.6815618356340032,0.18335785,3.717113,0.0036,4326.94,4.6675,83.09185336749778,2.016482999999999,8.942531322191428,8.247331769826573,-1.4349327079306293,K
21309,18.78416,19.314772,17.988792,0.5203914170737738,0.2421783,2.1487947,0.0043,4327.149,4.8988,39.011006410004164,2.5365260000000003,11.713267386757853,10.57060422784717,-2.364241691138868,M
21310,18.938473,20.62749,17.754658,2.377156260905667,0.25992656,9.145493,0.02,3167.643,5.0191,,,,,,
21314,18.364017,20.11691,17.076277,3.181094252052244,0.1817601,17.501608,0.3802,3001.0845,4.132,,,,,,
21316,18.733383,20.385181,17.535084,2.9099045100972227,0.2478854,11.73891,0.2056,3273.5837,5.0136,,,,,,
21317,15.018466,15.336204,14.502783,0.5308968817753126,0.02930842,18.114141,0.4102,6348.33,3.9641,,,,,,
21318,16.592024,16.946945,16.07314,0.3979144595023523,0.068468206,5.8116674,0.0025,5429.947,4.5772,,,,,,
21322,16.336828,16.84194,15.665097,0.8496456031809624,0.057110008,14.877351,0.0298,4667.0513,4.3633,,,,,,
21325,15.323644,15.998942,14.527538,2.6067238739964247,0.034285884,76.029076,0.3321,4488.976,4.6304,,,,,,
21327,17.400429,17.71757,16.906757,0.2499604250439928,0.0928204,2.6929471,0.0045,5626.6187,4.6785,69.98400618939499,1.5078215000000004,7.349800303716307,6.951122001166965,-0.916448800466786,K
21328,16.78341,17.10163,16.29821,0.1998311367839634,0.072919615,2.7404306,0.0062,5610.3604,4.6346,,,,,,
21329,13.260062,13.651349,12.703192,2.260121501895721,0.016423458,137.61543,0.0583,5294.983,4.3669,,,,,,
21330,16.582018,16.931778,16.071072,0.282859770691566,0.06724236,4.206571,0.0072,5526.677,4.6366,85.2504062612664,2.106978999999999,9.042410829144877,8.280039713489298,-1.4480158853957192,K
21333,15.180506,15.712434,14.493761,1.6801546112531,0.032137755,52.279774,0.2044,4866.2227,4.5312,,,,,,
21334,16.625494,17.669636,15.621047,2.233387092357718,0.09917917,22.518711,0.5607,3986.3853,4.6972,,,,,,
21337,14.534101,14.846432,14.050879,0.5854171664338212,0.023004426,25.448023,0.2106,6060.9116,4.1065,,,,,,
21338,18.25612,19.793936,16.99563,3.96175390727179,0.18114881,21.870161,0.3781,3280.8975,4.9714,89.77143419396396,2.5961669999999994,11.01001227936382,9.859730182228645,-2.0798920728914583,M
21341,17.298548,18.715527,16.127125,3.097102399565718,0.09872991,31.369446,0.6531,3519.82,4.7295,,,,,,
21342,17.288218,17.765331,16.676939,0.3289824741666785,0.085938185,3.828129,0.0395,4908.41,4.7256,64.59977962993088,1.5505209999999998,7.08816017397762,6.675780817584041,-0.8063123270336163,K
21344,18.871292,19.291883,18.37077,0.2454942644279909,0.29331413,0.83696705,0.003,5355.7856,4.7689,81.11525574723224,2.1835614999999997,9.235939873637072,8.418573290981385,-1.503429316392554,K
21345,18.184902,19.48934,17.044518,2.520911317444797,0.2176131,11.584373,0.2916,3359.7751,4.4911,49.46676901054747,1.121777999999999,6.32481010794633,6.081592276227944,-0.5686369104911776,K
21346,15.346259,15.814096,14.711032,1.0923643665882683,0.034125164,32.01052,0.0219,4857.5215,4.3995,,,,,,
21348,18.927734,19.571978,18.200891,0.2179983272747918,0.26536635,0.8214995,0.0033,4391.158,4.8608,,,,,,
21350,18.250334,19.022636,17.421265,0.5962385222521064,0.1778218,3.3530114,0.0087,4024.2974,4.7128,,,,,,
21352,17.668169,18.996222,16.514626,2.434504619069807,0.12874432,18.909609,0.6423,3562.888,4.7214,,,,,,
21354,17.134548,17.666115,16.463419,0.7610903517081706,0.07662532,9.932623,0.0451,4678.174,4.7299,,,,,,
21356,18.34177,19.652597,17.175884,1.5707218017857645,0.15274145,10.283533,0.3261,3407.474,4.6354,78.33352794944568,0.9035199999999985,5.087110255725079,4.936360567307801,-0.11054422692312045,G
21357,17.280634,17.862682,16.566505,0.6147027337345421,0.084152624,7.304618,0.0078,4439.793,4.5534,93.07295232957932,2.976152000000001,12.904045613597209,11.394383548942795,-2.693753419577118,M
21359,17.75531,18.45281,16.976875,0.6498613789345561,0.1009234,6.4391546,0.0055,4156.4487,4.6426,71.81634812384776,2.1429339999999986,9.965716113734686,9.175402413063427,-1.806160965225371,M
21362,18.116415,18.73679,17.391764,0.2492275630874858,0.13820665,1.8032964,0.0048,4323.0464,4.6326,,,,,,
21366,18.45222,18.677696,17.903395,0.0510455449541862,0.1762088,0.28968784,0.0023,5609.4766,4.759,,,,,,
21367,18.32524,18.962576,17.562939,0.6483861106503175,0.177271,3.6575985,0.0036,4320.2324,4.8761,72.21171203149339,2.394468999999999,10.248615895766697,9.26691079205905,-1.8427643168236203,M
21368,17.287867,18.253866,16.281336,1.6057655669027369,0.08815728,18.21478,0.7071,4132.593,4.6501,,,,,,
21370,17.931572,19.338362,16.761972,2.2034506228960704,0.13298428,16.569256,0.4861,3454.877,4.5787,,,,,,
21371,18.419012,19.34296,17.456964,0.8007071023637211,0.16635253,4.813315,0.1066,3685.0403,4.4421,,,,,,
21373,17.91983,19.59328,16.680834,4.044127192006101,0.13713539,29.490034,0.3984,3260.8186,4.9014,36.30588259718922,2.6412069999999996,12.000062454345468,10.762515005327224,-2.4410060021308895,M
21378,17.69343,18.43717,16.857088,0.9633919231573264,0.10102108,9.536543,0.0131,4036.5332,4.5876,,,,,,
21381,18.550081,19.73418,17.592428,1.042969728329367,0.19364391,5.3860188,0.0062,3470.436,4.6253,,,,,,
21383,18.28755,18.693907,17.71089,0.4782857125906719,0.17199901,2.780747,0.0025,5113.9663,4.7849,93.13981853219855,0.6164690000000004,3.742394933756291,3.654794062773446,0.4020823748906217,F
21384,15.8161125,16.162613,15.302665,0.6314873034783709,0.042218372,14.957642,0.1741,5850.402,4.5334,77.95047930974054,0.6278840000000008,3.4010530109902604,3.31128365016688,0.5394865399332481,F
21386,15.864372,16.346306,15.216671,1.1148037607173236,0.04663891,23.90287,0.016,4770.6016,4.3948,,,,,,
21388,12.2421,12.933191,11.436731,8.854347809261089,0.02774865,319.09113,0.1818,4420.7275,4.5341,,,,,,
21393,18.367842,19.389437,17.377676,1.187187464801264,0.16765888,7.0809693,0.0322,3477.6548,4.4509,91.40156418701099,2.9283680000000007,12.798333203965296,11.334725859844255,-2.669890343937702,M
21398,15.992743,16.860949,15.088367,1.9892936310007137,0.051070772,38.951706,0.5879,4361.973,4.6254,,,,,,
21402,15.45115,15.975169,14.773417,1.4132870175847512,0.036062036,39.19044,0.0621,4708.7017,4.4777,90.43987505789444,1.939515,8.594780937387451,7.952246231506479,-1.3168984926025915,K
21403,12.539337,12.927515,11.9003,4.715725510622195,0.048069954,98.10131,0.1656,5257.0254,4.5415,,,,,,
21408,13.569188,13.951246,13.02322,0.7024684864587526,0.024671063,28.47338,0.3083,5852.2617,3.8536,,,,,,
21409,15.594822,15.967249,15.046529,0.4829145000968691,0.034842715,13.859841,0.0936,5421.6216,4.2316,,,,,,
21410,13.487361,13.874663,12.931242,1.90048571568156,0.014660434,129.63367,0.1101,5396.4287,4.3435,,,,,,
21411,18.060553,19.459911,16.87422,1.8922228991762016,0.15752286,12.012371,0.6678,3555.7656,4.2525,,,,,,
21414,18.044806,19.319874,16.929115,1.891512368985577,0.13296275,14.225882,0.3373,3399.5872,4.352,,,,,,
21416,17.140348,17.80845,16.349237,1.0501232701069745,0.08445789,12.433691,0.0054,4279.873,4.6775,,,,,,
21422,18.410793,19.01982,17.642807,0.4245917096595605,0.17456298,2.4323125,0.0055,4331.7173,4.8586,,,,,,
21427,18.338943,19.528208,17.26747,1.7910889640839145,0.16321717,10.973655,0.1431,3489.983,4.8792,,,,,,
21428,17.41754,18.987207,16.202938,2.886070315687277,0.09655725,29.88973,0.6844,3432.3767,4.2389,94.83590550210916,2.6289820000000006,11.070577669232826,9.89119302379751,-2.0924772095190036,M
21429,17.158884,18.569998,15.991245,4.357587418421432,0.088187926,49.412518,0.4662,3410.2437,4.5995,88.99160187902983,1.2612400000000008,6.264645786627856,5.9828498785555375,-0.5291399514222149,K
21433,17.707054,18.90465,16.646145,1.762996251073248,0.13215642,13.340224,0.5671,3770.5862,4.3944,84.09791707595757,1.5870370000000005,9.164255368151757,8.71465180303305,-1.62186072121322,K
21435,17.4677,17.784462,16.948912,0.2358921000301594,0.11398869,2.0694342,0.0087,5539.0757,4.7115,72.65705159041856,0.9645120000000009,5.545911785401959,5.364770148523418,-0.281908059409367,G
21436,18.8457,20.099718,17.660088,1.7513052361308905,0.294407,5.9485855,0.0162,3269.3364,4.989,,,,,,
21437,16.996319,18.361544,15.846648,4.086324239188937,0.08231162,49.644558,0.361,3402.8755,4.5669,,,,,,
21438,18.807,19.525166,18.142645,0.7279387382195605,0.20519593,3.54753,0.0019,4316.1978,5.0397,94.55283287658885,2.8015220000000003,11.963310334488781,10.62580727411375,-2.3863229096455,M
21439,18.285524,19.372631,17.246876,1.2454620629428708,0.18859164,6.6040154,0.3715,3585.5903,4.4239,89.00256919289534,0.7962819999999997,4.121115839651097,3.9883132830567405,0.2686746867773039,G
21440,17.396708,18.610912,16.31327,2.4351373047716898,0.10052983,24.223034,0.4627,3651.2722,4.7938,,,,,,
21446,11.198685,11.541528,10.676804,2.0042274183980373,0.097386,20.58024,0.3099,6076.507,3.7875,53.29283021255144,2.9845949999999988,13.518269624235671,11.937423075746544,-2.9109692302986176,M
21447,18.506887,19.401125,17.553532,0.4215355281507704,0.17616561,2.3928366,0.003,3610.4783,4.4387,,,,,,
21448,18.202541,19.329454,17.17281,0.7343950260560016,0.14997137,4.8969016,0.2978,3762.1501,4.7653,87.44046762377685,2.9273110000000013,11.783838722313945,10.317640642421065,-2.263056256968426,M
21452,17.717714,18.108871,17.084991,0.2174711002630061,0.11797953,1.8432952,0.0064,5004.9414,4.7977,,,,,,
21454,17.855844,18.816513,16.871021,1.6500089513995064,0.123161644,13.3971,0.0806,3553.2756,4.4115,,,,,,
21456,16.833033,18.305822,15.622234,2.7391980948296357,0.076428525,35.839996,0.6222,3422.0417,4.4141,97.67538345148705,2.1817290000000007,9.553004892308273,8.73933637578909,-1.6317345503156362,K
21457,18.928944,19.326777,18.353819,0.4201456701103567,0.22470094,1.8697993,0.003,5140.5376,4.7776,,,,,,
21462,16.406176,17.307117,15.482802,2.0872576606165136,0.06201946,33.654884,0.4902,4166.615,4.6617,,,,,,
21464,14.357117,14.739898,13.807633,0.8650876642099142,0.02244126,38.54898,0.1912,5594.899,4.0461,,,,,,
21470,17.152214,18.46848,15.9592495,3.006124194211885,0.09903508,30.354136,0.5184,3476.706,4.5217,,,,,,
21471,18.108498,18.765873,17.321554,0.8093777736166038,0.16531712,4.8959103,0.0089,4307.6807,4.7987,,,,,,
21473,14.926561,15.273773,14.392119,0.8791650788634653,0.026155692,33.612766,0.3628,6119.111,4.3058,92.08400729715272,2.619645000000002,11.254551626932411,10.085698947044875,-2.1702795788179503,M
21476,16.39975,18.034557,15.166531,6.423040626705364,0.05995621,107.12886,0.5595,3358.3274,4.8281,,,,,,
21480,15.708877,16.0741,15.170431,0.5354563024533989,0.042138666,12.707006,0.2942,5853.73,4.4392,,,,,,
21481,18.2519,18.755678,17.602892,-0.1044844903286056,0.1549828,-0.6741683,0.0024,4758.747,4.8202,,,,,,
21483,16.455462,17.610432,15.387036,2.642026766396045,0.06034182,43.78434,0.5802,3767.3894,4.5705,,,,,,
21487,16.92818,17.42312,16.29172,0.6218040622878,0.068548486,9.071011,0.0055,4728.4946,4.3901,,,,,,
21492,17.763685,19.149813,16.580942,3.057791244621142,0.1132806,26.99307,0.5795,3465.1816,4.8393,89.91491250756052,2.778224,11.575616139036097,10.252108369884816,-2.2368433479539265,M
21497,18.914858,19.949022,17.947393,1.0456247529732992,0.24665183,4.2392745,0.0062,3345.893,4.6517,,,,,,
21498,14.276605,14.670534,13.641846,0.96128218481875,0.10854045,8.8564415,0.118,5161.0977,4.2979,,,,,,
21499,16.639519,16.871222,16.24369,0.300708830325851,0.0628095,4.787633,0.016,6325.801,4.489,91.38870217125626,2.4442889999999995,10.540181110718226,9.509521450649991,-1.9398085802599967,M
21500,16.955072,17.749496,16.073538,1.444436179743886,0.07226893,19.986958,0.2951,4175.807,4.7131,98.98826742138395,2.547080000000001,11.105335536573879,9.9980073854014,-2.1352029541605604,M
21502,17.16481,17.813753,16.39302,0.9239329312614152,0.08608088,10.733312,0.009,4274.5684,4.544,,,,,,
21504,16.266205,16.632809,15.7599325,0.5576056627046823,0.047341116,11.778464,0.2327,5885.421,4.4055,,,,,,
21508,14.972497,15.433977,14.347429,1.4489395678344346,0.027214125,53.242188,0.2287,5220.2344,4.5485,,,,,,
21513,17.02919,17.56504,16.307867,0.3972539675782499,0.11034629,3.6000667,0.0344,4499.3135,4.7847,,,,,,
21520,14.922855,15.291864,14.373524,0.676869409211034,0.03393595,19.945498,0.2628,5698.1416,3.8523,,,,,,
21522,14.753257,15.197754,14.141715,1.6071310755604942,0.026549397,60.53362,0.1488,5157.133,4.4904,73.16111971673622,1.1693069999999999,6.381260426375178,6.122456281760048,-0.5849825127040191,K
21523,18.860725,19.378958,18.22432,0.2933844138462857,0.26908842,1.0902901,0.0023,4781.582,4.8933,,,,,,
21525,18.665531,19.33798,17.923523,0.3998153364472775,0.22475748,1.7788745,0.0023,4275.1553,4.9266,,,,,,
21528,18.46114,19.160273,17.644217,0.400153755730336,0.17864828,2.2398973,0.0025,4113.7896,4.7418,,,,,,
21530,17.537703,18.183954,16.77944,0.6765532395375805,0.11599959,5.832376,0.0052,4354.5586,4.6923,,,,,,
21532,15.867939,16.3448,15.231772,0.9845611435109493,0.04604966,21.380423,0.1915,5070.797,4.6612,91.006952777591,1.9157700000000002,9.263892574240288,8.625956135230005,-1.5863824540920022,K
21533,17.413605,17.898163,16.773064,0.3011819385441574,0.10470963,2.8763537,0.0057,4777.0093,4.4589,,,,,,
21534,15.433038,15.71646,14.987685,0.4836401936277196,0.031217242,15.492727,0.3024,6523.24,4.2668,,,,,,
21536,17.891176,18.435753,17.265974,0.3046443569614805,0.11208406,2.717999,0.0033,4626.435,4.7493,90.39745899521914,2.8352579999999996,11.0215535039872,9.650432885226312,-1.996173154090525,M
21537,13.951617,14.326747,13.410392,1.3077204080149532,0.017024005,76.81626,0.2571,5773.3438,4.2655,85.68763524301231,2.2234949999999998,9.974025566340583,9.127783712038251,-1.7871134848153005,M
21541,18.811651,20.129854,17.67687,2.2051919230759687,0.20973793,10.514035,0.045,3181.519,4.6801,84.46118889021638,2.4373970000000007,10.704458188028926,9.689033048321448,-2.0116132193285794,M
21551,18.20665,18.717674,17.605947,0.243749679127993,0.15458237,1.5768272,0.0021,4838.6196,4.7072,,,,,,
21552,16.189127,16.53092,15.659859,0.3068366230786652,0.046883773,6.544623,0.2848,5908.4546,4.27,,,,,,
21553,14.286293,14.766609,13.650721,1.6792858295820732,0.03179586,52.81461,0.1448,5075.7573,4.4448,,,,,,
21554,18.262194,19.029612,17.415197,0.6145694583110188,0.16743821,3.6704254,0.0099,4005.8286,4.7471,,,,,,
21555,16.344233,17.033861,15.561827,1.1953683569437603,0.05724064,20.883211,0.2439,4494.564,4.6093,,,,,,
21556,16.894901,17.859692,15.805032,2.097755000208648,0.07938597,26.424757,0.4526,3867.531,4.6977,90.04272894804225,2.639017000000001,11.295914350403205,10.109304755989953,-2.1797219023959813,M
21557,18.220703,19.457973,17.111969,1.4330397412023288,0.176314,8.12777,0.3741,3557.1187,4.8306,,,,,,
21558,17.239355,17.920807,16.43154,0.6856444427355537,0.107431084,6.3821793,0.0142,4180.6836,4.3439,,,,,,
21560,18.223476,19.056795,17.34058,0.5926076291755367,0.16546498,3.5814686,0.0727,3946.26,4.859,,,,,,
21565,17.632149,19.15624,16.437757,2.345492974976488,0.10885695,21.54656,0.644,3487.1333,4.5935,82.62028322879017,2.417477,9.898455076912839,8.898706602807216,-1.6954826411228865,M
21566,13.839078,14.170395,13.339832,1.409077981073258,0.015743302,89.50333,0.0056,5570.2925,4.3354,,,,,,
21569,17.242973,17.605822,16.71746,0.268152148272492,0.08834502,3.035283,0.007,5379.554,4.7032,58.24513315998814,2.08516,8.903701918640692,8.164092787566773,-1.401637115026709,K
21570,15.934169,16.60023,15.14934,1.618913489034904,0.042211037,38.352848,0.1012,4334.446,4.5318,,,,,,
